============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  15 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  233  2 .1130707E+07   1500024E-01 -.3276E+04 -.9211E+03   .9952312 -.0975133  .0024438
T  234  2 .1119470E+07   1500014E-01 -.2245E+04 -.2085E+04   .9943723 -.0499805 -.0934109
T  235  2 .1014695E+07   1500017E-01 -.2290E+03 -.1793E+05   .9837285  .0874270 -.1569544
T  236  2 .9671842E+06   1500021E-01  .9256E+03 -.1084E+05   .9910075  .0136490 -.1331082
T  237  2 .1255673E+07   1500017E-01 -.3841E+04 -.4342E+03   .9996704 -.0245027 -.0076614
T  238  2 .1133228E+07   1500008E-01 -.1223E+05  .1048E+04   .9810200 -.1913601 -.0313224
T  239  2 .1130982E+07   1500020E-01 -.7264E+04  .4572E+04   .9982943 -.0236752  .0533664
T  240  2 .1070414E+07   1500013E-01 -.6457E+02 -.5853E+03   .9999898 -.0006550  .0044706
T  241  2 .1204377E+07   1500003E-01  .1510E+04 -.4245E+03   .9958712  .0900521 -.0114503
T  242  2 .9280990E+06   1500022E-01  .7557E+04  .1359E+05   .9298159  .1664791  .3282180
T  243  2 .1126441E+07   1500013E-01  .2191E+04  .1428E+04   .9825890  .0806817 -.1673596
T  244  2 .1232744E+07   1500015E-01  .2430E+04  .6008E+04   .9942666  .0791802  .0718643
T  245  2 .9211224E+06   1500015E-01 -.2005E+05 -.3359E+04   .9786598 -.2043260 -.0218144
T  246  2 .1187140E+07   1500012E-01  .5812E+04 -.1037E+04   .9956958  .0811246  .0448177
T  247  2 .1165472E+07   1500003E-01 -.2059E+04 -.4433E+03   .9844946 -.1738497 -.0233812
T  248  2 .1204417E+07   1500011E-01 -.7224E+03  .5885E+04   .9919343 -.0473170  .1175901
T  249  2 .1099934E+07   1500000E-01 -.4549E+04 -.9330E+04   .9977936 -.0309817 -.0587201
T  250  2 .1113296E+07   1500012E-01  .1702E+04  .4339E+04   .9902092  .0707631  .1203260
T  251  2 .1125080E+07   1500015E-01  .3420E+04 -.1069E+03   .9994203 -.0312053 -.0136155
T  252  2 .9994216E+06   1500007E-01  .2845E+04  .4364E+03   .9926235  .0840255 -.0873971
T  253  2 .1018561E+07   1500019E-01 -.4760E+03 -.2740E+04   .9972562  .0201321 -.0712381
T  254  2 .1009443E+07   1500002E-01  .1068E+05  .1090E+04   .9786806  .1407288  .1495984
T  255  2 .1242227E+07   1500023E-01  .1898E+04  .4713E+04   .9990099  .0339172  .0287902
T  256  2 .1088417E+07   1500014E-01 -.4771E+04  .3332E+03   .9948889 -.0998180  .0152439
T  257  2 .1045471E+07   1500024E-01 -.3462E+04  .1308E+04   .9901755 -.0150261  .1390204
T  258  2 .1183852E+07   1500003E-01  .8758E+02  .4112E+04   .9982594 -.0555807  .0197197
T  259  2 .1030311E+07   1500018E-01  .2849E+04 -.1039E+04   .9970852  .0217960 -.0731162
T  260  2 .1229872E+07   1500019E-01  .8447E+03  .7886E+03   .9999902  .0043724  .0007196
T  261  2 .1226093E+07   1500009E-01  .7979E+03  .1917E+04   .9998074  .0134326 -.0143067
T  262  2 .1182562E+07   1500015E-01 -.2211E+04  .3091E+04   .9997125  .0156146  .0181957
T  263  2 .1217894E+07   1500002E-01 -.2678E+04  .4024E+04   .9949227 -.0863561  .0516870
T  264  2 .1158080E+07   1500010E-01 -.2629E+04  .6000E+04   .9894303 -.0060202  .1448843
T  265  2 .1254640E+07   1500013E-01 -.3356E+03 -.3288E+03   .9953010  .0044617 -.0967265
T  266  2 .1147568E+07   1500020E-01 -.7621E+04  .7675E+04   .9670519 -.1063570  .2312981
T  267  2 .1117918E+07   1500020E-01  .1179E+04 -.1949E+04   .9916880  .0283931 -.1254942
T  268  2 .1071994E+07   1500022E-01 -.1458E+05  .7147E+04   .9762266 -.2167509 -.0008262
T  269  2 .1006507E+07   1500011E-01  .2250E+03  .4511E+04   .9989709 -.0077608  .0446868
T  270  2 .1197629E+07   1500016E-01  .1487E+04 -.2813E+04   .9949545  .0955939  .0304530
T  271  2 .1183727E+07   1500019E-01  .2288E+04  .2795E+04   .9961741  .0568695  .0663558
T  272  2 .1209982E+07   1500001E-01  .2970E+04  .4502E+04   .9848181  .0920414  .1471791
T  273  2 .1141452E+07   1500025E-01  .3355E+04  .3218E+04   .9989478  .0194307  .0415431
T  274  2 .1182872E+07   1500018E-01 -.3245E+04  .1968E+04   .9992599  .0348062  .0163775
T  275  2 .1051963E+07   1500014E-01  .4100E+03  .1583E+04   .9967605  .0080701  .0800208
T  276  2 .1101305E+07   1500004E-01  .2495E+04 -.1088E+04   .9990175  .0162603 -.0412277
T  277  2 .1118029E+07   1500022E-01  .1751E+04  .5066E+04   .9998778 -.0026749 -.0154024
T  278  2 .1139111E+07   1500010E-01  .1707E+04  .5267E+03   .9972189  .0611068  .0426669
T  279  2 .1190925E+07   1500013E-01  .3017E+04 -.3600E+03   .9982643 -.0179029  .0561068
T  280  2 .1127011E+07   1500010E-01 -.3810E+04 -.1662E+04   .9972683 -.0738336 -.0021109
T  281  2 .1216634E+07   1500013E-01  .8082E+03 -.4749E+04   .9996374 -.0231608  .0137344
T  282  2 .1139383E+07   1500010E-01  .3134E+04 -.8109E+04   .9938778  .0314860 -.1059035
T  283  2 .1090728E+07   1500023E-01 -.1236E+04  .3021E+04   .9985881 -.0394265  .0356007
T  284  2 .1205562E+07   1500021E-01  .3121E+03 -.1778E+04   .9927148 -.0489700 -.1100878
T  285  2 .1113904E+07   1500025E-01  .7746E+03  .4882E+03   .9958183 -.0763508 -.0501642
T  286  2 .1127402E+07   1500019E-01 -.7185E+03  .4107E+03   .9997316  .0002520  .0231661
T  287  2 .1197555E+07   1500020E-01 -.3468E+04  .3553E+02   .9985398 -.0487952  .0231809
T  288  2 .1153642E+07   1500023E-01 -.9904E+03  .2116E+04   .9993518 -.0307568  .0187061
T  289  2 .9993621E+06   1500020E-01 -.1919E+05  .4922E+04   .9893902 -.1342601  .0555091
T  290  2 .1198732E+07   1500007E-01 -.1630E+04  .4325E+03   .9984184 -.0155093 -.0540377
T  291  2 .1021127E+07   1500015E-01  .3128E+03 -.3519E+04   .9953198  .0462669 -.0848397
T  292  2 .1084010E+07   1500012E-01 -.2479E+04  .2603E+04   .9923341 -.0764782  .0970781
T  293  2 .1228159E+07   1500023E-01 -.2487E+04  .2444E+04   .9996795 -.0252760  .0014183
T  294  2 .9982905E+06   1500021E-01 -.3242E+04  .1359E+04   .9994605 -.0032459  .0326822
T  295  2 .7263105E+06   1500003E-01  .1226E+05 -.2605E+05   .9221352  .1786343 -.3431566
T  296  2 .1232445E+07   1500004E-01 -.1340E+04  .1334E+04   .9993212  .0366143  .0040713
T  297  2 .1170675E+07   1500007E-01 -.4849E+04  .2639E+04   .9961801 -.0508711 -.0709737
T  298  2 .1218130E+07   1500001E-01  .2871E+03 -.2791E+04   .9951028 -.0175360 -.0972776
T  299  2 .1121039E+07   1500017E-01 -.1705E+03  .2298E+04   .9971609 -.0650621  .0379086
T  300  2 .1167278E+07   1500011E-01  .3615E+03 -.1137E+04   .9967021 -.0342690 -.0735561
T  301  2 .1165266E+07   1500023E-01 -.1279E+04  .5809E+03   .9991348  .0400812 -.0110939
T  302  2 .1161796E+07   1500023E-01 -.3569E+03 -.4333E+04   .9983699 -.0557316  .0123117
T  303  2 .1026651E+07   1500024E-01 -.1103E+05  .1880E+05   .9914499 -.0702058  .1099924
T  304  2 .1159155E+07   1500008E-01 -.7935E+04 -.2254E+04   .9974011 -.0511344 -.0507579
T  305  2 .1096119E+07   1500007E-01 -.1200E+04 -.5222E+04   .9968129 -.0363977 -.0709875
T  306  2 .1227461E+07   1500015E-01  .4537E+04 -.3732E+04   .9957158  .0612728 -.0692515
T  307  2 .9096603E+06   1500006E-01 -.1100E+05 -.8369E+04   .9694894 -.2303528 -.0838320
T  308  2 .1027957E+07   1500025E-01 -.2130E+04 -.1472E+03   .9952839 -.0719872  .0650212
T  309  2 .1340315E+07   1500005E-01 -.2672E+04  .2245E+04   .9989524 -.0192134  .0415324
T  310  2 .1167231E+07   1500012E-01 -.5833E+03  .1021E+04   .9986972 -.0499012 -.0106653
T  311  2 .1118997E+07   1500007E-01 -.4810E+04 -.8487E+04   .9947799 -.0099970 -.1015528
T  312  2 .1141059E+07   1500014E-01  .3484E+04  .1612E+04   .9940581  .1074227  .0175740
T  313  2 .1179921E+07   1500019E-01 -.7856E+03  .2128E+04   .9997597  .0134000  .0173475
T  314  2 .1122403E+07   1500019E-01 -.1587E+04 -.2423E+04   .9919596 -.0508754 -.1158790
T  315  2 .9960670E+06   1500024E-01 -.4838E+04 -.8488E+04   .9972351 -.0072776 -.0739535
T  316  2 .1134426E+07   1500003E-01  .4656E+04  .9535E+03   .9996319  .0140038  .0232380
T  317  2 .1093173E+07   1500008E-01 -.7257E+04 -.9259E+04   .9945796 -.0031330 -.1039307
T  318  2 .1120557E+07   1500013E-01  .4718E+04 -.5236E+03   .9975107  .0629578  .0317614
T  319  2 .1059964E+07   1500018E-01 -.5689E+03  .3170E+04   .9944967 -.0637490  .0831403
T  320  2 .1306894E+07   1500024E-01 -.2761E+04  .1703E+04   .9982237 -.0550541  .0227701
T  321  2 .1147283E+07   1500012E-01 -.1003E+03  .4577E+04   .9952311 -.0821389  .0526133
T  322  2 .1176042E+07   1500020E-01 -.5080E+04  .4774E+04   .9899144 -.0919501  .1077717
T  323  2 .1121803E+07   1500002E-01  .1919E+04  .3345E+04   .9983389  .0400001  .0414651
T  324  2 .1251660E+07   1500026E-01 -.3485E+04  .4399E+04   .9971987 -.0451933  .0596019
T  325  2 .1166007E+07   1500024E-01 -.8157E+03  .6684E+02   .9985715 -.0341039  .0411319
T  326  2 .1122430E+07   1500016E-01 -.1404E+04  .1993E+04   .9950544  .0576881  .0808631
T  327  2 .1217054E+07   1500024E-01 -.5367E+04 -.2540E+04   .9678278 -.2373938 -.0833878
T  328  2 .1179072E+07   1500008E-01 -.5740E+03  .2712E+03   .9996391 -.0083211  .0255423
T  329  2 .9478501E+06   1500011E-01  .4742E+04  .5209E+04   .9920600  .1155200  .0497207
T  330  2 .1033045E+07   1500026E-01 -.6247E+04  .3576E+04   .9988346 -.0303223  .0375486
T  331  2 .1090359E+07   1500001E-01 -.1334E+04  .1419E+03   .9999990 -.0011266  .0009014
T  332  2 .1116745E+07   1500019E-01  .3765E+04 -.1590E+03   .9997343 -.0219054 -.0071766
T  333  2 .1321327E+07   1500008E-01  .5452E+03 -.8650E+03   .9999940  .0029113  .0018893
T  334  2 .1187504E+07   1500004E-01  .1637E+04  .2144E+04   .9961966  .0679905  .0544951
T  335  2 .1188455E+07   1500025E-01 -.3143E+04  .1908E+03   .9945229 -.0697012  .0778841
T  336  2 .1034564E+07   1500018E-01 -.1106E+05  .2242E+04   .9903473 -.1384949  .0056038
T  337  2 .1150099E+07   1500015E-01 -.1107E+04 -.1416E+04   .9989380 -.0415700  .0198710
T  338  2 .1114823E+07   1500011E-01  .2745E+03 -.2833E+03   .9977000  .0661595 -.0147527
T  339  2 .7523324E+06   1500014E-01 -.8429E+04 -.4005E+04   .8572380 -.5137378  .0348781
T  340  2 .1024360E+07   1500020E-01  .6641E+04 -.1486E+04   .9933200  .1153859 -.0012252
T  341  2 .1111296E+07   1500024E-01  .1563E+04  .1776E+04   .9969801  .0032314  .0775907
T  342  2 .1289185E+07   1500016E-01 -.2853E+04 -.1305E+04   .9992600 -.0333196 -.0192181
T  343  2 .1109442E+07   1500001E-01  .3823E+03  .3827E+04   .9868529  .0065467  .1614885
T  344  2 .9698433E+06   1500013E-01  .6707E+04  .2572E+04   .9901481  .1225578  .0677219
T  345  2 .1227740E+07   1500017E-01 -.1043E+04  .1069E+04   .9976004  .0239954  .0649439
T  346  2 .1001928E+07   1500026E-01  .9024E+03  .3231E+04   .9956218  .0281468  .0891352
T  347  2 .1135490E+07   1500010E-01 -.3005E+04  .1030E+05   .9886054  .0190426  .1493210
T  348  2 .1076800E+07   1500021E-01 -.3587E+04 -.1438E+04   .9969913 -.0605084 -.0484472
T  349  2 .1221059E+07   1500020E-01  .2424E+04  .1691E+04   .9980170  .0393767  .0491084
T  350  2 .1206565E+07   1500022E-01 -.1497E+04 -.4697E+03   .9979209  .0348059 -.0542442
T  351  2 .4382919E+06   1500018E-01  .4530E+05 -.1494E+05   .8689953  .3715546 -.3267941
T  352  2 .1047087E+07   1500010E-01  .3686E+04 -.4381E+04   .9946326  .1032461  .0068006
T  353  2 .1092167E+07   1500018E-01 -.7158E+03  .5801E+04   .9993634 -.0080936  .0347455
T  354  2 .1153141E+07   1500015E-01 -.9192E+03 -.2738E+03   .9989564 -.0424794 -.0167831
T  355  2 .1128207E+07   1500007E-01  .5443E+04  .3377E+04   .9928978  .0916079  .0759080
T  356  2 .1132349E+07   1500001E-01  .3468E+04 -.3685E+04   .9962248  .0667412 -.0555136
T  357  2 .1089170E+07   1500018E-01  .3666E+04 -.4186E+03   .9921667  .1206730 -.0322982
T  358  2 .1063538E+07   1500021E-01  .4383E+04 -.2802E+03   .9984337  .0423615  .0365473
T  359  2 .1067862E+07   1500014E-01  .5090E+03  .1017E+04   .9977613 -.0620374  .0249753
T  360  2 .1061734E+07   1500014E-01  .3480E+04 -.4795E+04   .9997917  .0093276  .0181557
T  361  2 .1159835E+07   1500023E-01 -.2353E+04 -.6578E+04   .9883297  .0424946 -.1462825
T  362  2 .1163686E+07   1500007E-01  .6721E+04  .4629E+04   .9925060  .1014247  .0681535
T  363  2 .1028155E+07   1500015E-01  .3040E+04  .4981E+04   .9979396  .0641530  .0009336
T  364  2 .1090280E+07   1500020E-01 -.6582E+04 -.1617E+04   .8739122 -.4064524 -.2665969
T  365  2 .1078085E+07   1500024E-01 -.2037E+04 -.9752E+03   .9434201  .1600779 -.2904025
T  366  2 .1213303E+07   1500025E-01  .6834E+04 -.7908E+04   .9800872  .1975912 -.0196693
T  367  2 .1048743E+07   1500009E-01 -.5831E+04 -.1928E+04   .9843631 -.1220443 -.1270217
T  368  2 .1091579E+07   1500012E-01  .5576E+04  .1682E+03   .9949914  .0992262 -.0120968
T  369  2 .1103930E+07   1500002E-01  .2132E+03 -.1394E+04   .9996003 -.0213265 -.0185559
T  370  2 .1054170E+07   1500011E-01 -.4281E+03 -.2994E+04   .9973956 -.0450366  .0563359
T  371  2 .1136310E+07   1500010E-01 -.3230E+04  .1561E+04   .9957280 -.0356902  .0851585
T  372  2 .1061451E+07   1500020E-01 -.4572E+04 -.1513E+04   .9955580 -.0873893 -.0350346
T  373  2 .1137362E+07   1500018E-01  .1370E+04 -.3201E+04   .9995627  .0175760  .0237789
T  374  2 .9724681E+06   1500015E-01  .9043E+03 -.3205E+04   .9977627  .0643455  .0181474
T  375  2 .1029419E+07   1500008E-01  .7346E+04  .4497E+04   .9897573  .0432317  .1360567
T  376  2 .1225809E+07   1500000E-01 -.1133E+04  .3663E+04   .9966338 -.0495209  .0653355
T  377  2 .1186099E+07   1500013E-01  .1798E+04  .4035E+04   .9994415  .0050320  .0330355
T  378  2 .1125715E+07   1500024E-01  .2212E+04  .3365E+04   .9992648  .0234403  .0303370
T  379  2 .1303375E+07   1500017E-01  .1676E+03 -.1489E+04   .9999728 -.0036186 -.0064256
T  380  2 .1169796E+07   1500011E-01 -.4391E+03 -.4114E+04   .9989770 -.0423890 -.0157490
T  381  2 .1167635E+07   1500017E-01  .3630E+04 -.1004E+04   .9998808  .0137076  .0070988
T  382  2 .1143095E+07   1500016E-01  .4887E+04  .1129E+04   .9949452  .0870950 -.0499846
T  383  2 .1013987E+07   1500005E-01 -.1112E+05  .4286E+04   .9895529 -.1428942  .0191402
T  384  2 .1142524E+07   1500010E-01  .2130E+04  .8279E+03   .9922482  .0785239 -.0963201
T  385  2 .1379047E+07   1500007E-01  .2408E+04  .5466E+04   .9955495  .0243789  .0910318
T  386  2 .1196935E+07   1500015E-01 -.6186E+04  .1683E+04   .9969183 -.0491441  .0611452
T  387  2 .1010270E+07   1500019E-01  .2109E+04  .4053E+04   .9900411 -.0182368  .1395921
T  388  2 .1166028E+07   1500017E-01  .8019E+03 -.1816E+04   .9991803  .0385349 -.0124043
T  389  2 .1134930E+07   1500015E-01 -.1441E+04  .2001E+04   .9989147 -.0017034  .0465450
T  390  2 .1111465E+07   1500000E-01  .1544E+04 -.5097E+03   .9972397  .0595502 -.0443474
T  391  2 .1042101E+07   1500024E-01 -.3655E+04 -.4212E+04   .9953036  .0414189 -.0874946
T  392  2 .9023602E+06   1500019E-01 -.1103E+05  .5184E+04   .9521192 -.1964228  .2342801
T  393  2 .1163411E+07   1500005E-01  .4810E+04 -.3924E+03   .9994573  .0229014  .0236791
T  394  2 .1088299E+07   1500012E-01 -.1513E+04 -.2175E+04   .9997722 -.0074401  .0200038
T  395  2 .1199677E+07   1500019E-01  .2019E+04  .6412E+03   .9987320  .0238636 -.0443282
T  396  2 .1063049E+07   1500024E-01 -.5179E+04 -.1583E+04   .9926374 -.1200999  .0157185
T  397  2 .1065810E+07   1500020E-01  .6146E+04 -.2727E+04   .9817920  .1578158 -.1057291
T  398  2 .1119770E+07   1500021E-01 -.2283E+04 -.4237E+04   .9969207 -.0510718 -.0595040
T  399  2 .1170819E+07   1500014E-01  .1371E+04  .2898E+03   .9986376 -.0488522  .0183404
T  400  2 .1062661E+07   1500006E-01  .1573E+04 -.1525E+05   .9892699  .0072823 -.1459176
T  401  2 .1085407E+07   1500024E-01 -.3184E+04 -.4441E+04   .9980457 -.0117592 -.0613721
T  402  2 .1237295E+07   1500004E-01 -.1040E+05  .3566E+04   .9902241 -.1394812  .0011475
T  403  2 .1120113E+07   1500017E-01  .1642E+04 -.3873E+04   .9983151  .0095949 -.0572273
T  404  2 .1117106E+07   1500000E-01  .7329E+03  .4092E+04   .9961031  .0536259  .0700207
T  405  2 .1102117E+07   1500023E-01  .5187E+04 -.4538E+03   .9551502  .2562979 -.1483222
T  406  2 .1124775E+07   1500001E-01 -.6525E+04  .6772E+03   .9973025 -.0591115  .0435159
T  407  2 .1090365E+07   1500010E-01 -.5735E+04  .1257E+04   .9936465 -.0794007 -.0797630
T  408  2 .1073143E+07   1500000E-01  .8496E+03 -.8281E+04   .9726435  .0151459 -.2318086
T  409  2 .1161287E+07   1500010E-01  .3243E+04 -.3496E+04   .9977875  .0477697 -.0462399
T  410  2 .1209246E+07   1500018E-01 -.3308E+04  .2141E+04   .9975179 -.0119514  .0693917
T  411  2 .1214162E+07   1500024E-01 -.2065E+04 -.7410E+03   .9995807 -.0280046 -.0073560
T  412  2 .1041379E+07   1500009E-01 -.1480E+04  .7587E+03   .9992637  .0174272  .0341808
T  413  2 .1240777E+07   1500000E-01  .7143E+03  .9094E+04   .9988601  .0343108  .0331864
T  414  2 .1266521E+07   1500016E-01 -.3180E+04  .1022E+03   .9972088 -.0698423  .0263938
T  415  2 .1307137E+07   1500025E-01 -.6905E+03 -.2680E+04   .9988590  .0307876 -.0365071
T  416  2 .1132906E+07   1500007E-01  .2202E+04  .9662E+03   .9977992  .0653849 -.0110224
T  417  2 .1217469E+07   1500004E-01 -.8404E+02  .5363E+04   .9983106  .0301592  .0496632
T  418  2 .9624783E+06   1500018E-01 -.3105E+04  .2692E+04   .9964783 -.0431899  .0718721
T  419  2 .1124221E+07   1500011E-01  .8000E+04 -.4717E+03   .9881293  .1536186  .0013489
T  420  2 .1070521E+07   1500003E-01 -.2392E+03  .1846E+04   .9940288  .1090657  .0033922
T  421  2 .1231179E+07   1500015E-01  .2142E+04  .3167E+04   .9974469 -.0503511 -.0506396
T  422  2 .1051550E+07   1500010E-01  .1038E+05 -.2396E+04   .9806534  .1954910 -.0101068
T  423  2 .1098481E+07   1500012E-01 -.1593E+04 -.8510E+03   .9997025 -.0163716 -.0180811
T  424  2 .1079574E+07   1500023E-01  .9069E+03 -.1236E+04   .9987861 -.0479376 -.0113309
T  425  2 .9823492E+06   1500008E-01  .6055E+04  .8126E+04   .9963119  .0187995  .0837208
T  426  2 .1122370E+07   1500025E-01  .9748E+04  .4459E+04   .9978395  .0656770 -.0016824
T  427  2 .1174659E+07   1500007E-01 -.6241E+02  .6523E+04   .9901700 -.0635826  .1245815
T  428  2 .1125740E+07   1500019E-01 -.3049E+04  .1610E+04   .9999102  .0016689  .0132999
T  429  2 .1303680E+07   1500009E-01 -.1426E+04  .2800E+04   .9960320 -.0349286  .0818551
T  430  2 .1086799E+07   1500015E-01 -.1044E+04 -.7820E+04   .9911189  .0230314 -.1309691
T  431  2 .1240676E+07   1500022E-01 -.2479E+04  .6809E+03   .9974237 -.0166252  .0697822
T  432  2 .9811219E+06   1500022E-01 -.3021E+04  .2537E+04   .9968874 -.0710102  .0342495
T  433  2 .1268525E+07   1500006E-01 -.1399E+04 -.5314E+04   .9954205 -.0477468 -.0828149
T  434  2 .1105110E+07   1500019E-01  .7179E+03  .1869E+04   .9971361 -.0415341  .0632023
T  435  2 .1149479E+07   1500016E-01  .2966E+04  .7825E+03   .9928569  .1191024  .0070634
T  436  2 .1091881E+07   1500024E-01  .4107E+03  .4183E+04   .9923364 -.0208732  .1217896
T  437  2 .1156703E+07   1500022E-01  .2542E+04 -.1877E+04   .9955231  .0865997 -.0378711
T  438  2 .1049804E+07   1500017E-01 -.4485E+04 -.1729E+04   .9938788  .0117771 -.1098460
T  439  2 .1083619E+07   1500010E-01  .4825E+04 -.2084E+05   .9695461  .0484104 -.2400766
T  440  2 .1072948E+07   1500004E-01  .1695E+04  .1274E+04   .9985785  .0532969 -.0006386
T  441  2 .1280281E+07   1500023E-01 -.2534E+03  .2470E+04   .9969917  .0738974 -.0233825
T  442  2 .1109834E+07   1500000E-01  .3861E+04 -.2332E+04   .9994946  .0200672 -.0246559
T  443  2 .1149100E+07   1500006E-01 -.3561E+04  .1719E+04   .9974103 -.0633713  .0340116
T  444  2 .1306633E+07   1500003E-01  .3663E+04  .4174E+03   .9948510  .1013465 -.0005591
T  445  2 .1102461E+07   1500017E-01 -.1530E+04 -.1360E+04   .9978513 -.0116649  .0644728
T  446  2 .1089294E+07   1500009E-01  .2692E+04 -.7927E+03   .9998950  .0064746 -.0129613
T  447  2 .1105987E+07   1500020E-01 -.9830E+04 -.2333E+04   .9890364 -.1281010 -.0734656
T  448  2 .1293065E+07   1500008E-01  .3907E+04  .6350E+04   .9997455  .0219154  .0053506
T  449  2 .1184265E+07   1500006E-01  .5187E+03  .2579E+03   .9961768  .0085423 -.0869412
T  450  2 .1117119E+07   1500004E-01 -.6751E+04  .1152E+04   .9988874 -.0245198  .0402841
T  451  2 .1033620E+07   1500024E-01 -.4301E+03  .4374E+04   .9992267  .0032548  .0391844
T  452  2 .1234037E+07   1500022E-01 -.3511E+03  .2267E+04   .9997098  .0191132  .0146599
T  453  2 .9775212E+06   1500015E-01 -.7935E+04 -.7590E+04   .9998534 -.0009595 -.0170928
T  454  2 .1138585E+07   1500010E-01  .1288E+04 -.2654E+04   .9976721 -.0267840 -.0627137
T  455  2 .1154551E+07   1500008E-01  .2499E+04  .1981E+04   .9970409 -.0185043  .0746120
T  456  2 .9091359E+06   1500012E-01 -.6186E+04  .1180E+04   .8753170 -.4381582  .2045421
T  457  2 .1122430E+07   1500016E-01  .2158E+04 -.1472E+04   .9988260 -.0477918 -.0079040
T  458  2 .1197470E+07   1500019E-01  .2500E+04  .1879E+04   .9986636 -.0029258  .0515996
T  459  2 .1193906E+07   1500011E-01 -.3124E+04  .8739E+04   .9965363 -.0604850  .0570694
T  460  2 .1134654E+07   1500010E-01 -.7788E+03 -.3812E+04   .9958219 -.0180532 -.0895145
T  461  2 .9806873E+06   1500004E-01  .6411E+03 -.2763E+04   .9972481  .0048957 -.0739747
T  462  2 .1031042E+07   1500005E-01 -.1400E+04 -.1781E+04   .9963813 -.0727211 -.0440005
T  463  2 .1041186E+07   1500024E-01  .2896E+04 -.1966E+04   .9975917  .0509243 -.0470913
T  464  2 .1182410E+07   1500016E-01 -.1217E+04  .2078E+04   .9998025 -.0198304  .0012927
T  465  2 .1130077E+07   1500014E-01 -.2040E+04 -.1999E+04   .9949830 -.0286488 -.0958548
T  466  2 .1182318E+07   1500025E-01  .8814E+04 -.3897E+04   .9871747  .1488468  .0577124
T  467  2 .1186948E+07   1500002E-01  .2021E+04  .4375E+04   .9993784 -.0151512  .0318315
T  468  2 .1342851E+07   1500011E-01 -.5749E+03  .4691E+04   .9988295 -.0476583  .0082682
T  469  2 .1153488E+07   1500004E-01 -.6666E+04  .3094E+04   .9976033 -.0631536  .0282719
T  470  2 .1049951E+07   1500022E-01 -.1301E+04 -.5912E+04   .9990356 -.0370383 -.0235818
T  471  2 .1127024E+07   1500024E-01 -.6808E+04  .1385E+05   .9568325 -.1216484  .2639569
T  472  2 .1190984E+07   1500024E-01 -.1020E+04  .2503E+04   .9909462 -.1339364  .0093090
T  473  2 .1111132E+07   1500008E-01 -.3685E+04  .6391E+03   .9963918 -.0844771 -.0081843
T  474  2 .1246778E+07   1500019E-01 -.4198E+04 -.3098E+03   .9973388 -.0226004  .0693143
T  475  2 .9955614E+06   1500010E-01  .4315E+04 -.2945E+04   .9989257  .0285384  .0365093
T  476  2 .1170914E+07   1500010E-01 -.2721E+04 -.1190E+04   .9986130  .0232776 -.0472263
T  477  2 .1231745E+07   1500007E-01 -.3720E+04 -.3825E+04   .9942532 -.0271976 -.1035420
T  478  2 .1293461E+07   1500002E-01  .1242E+04 -.2071E+04   .9986672  .0092212 -.0507818
T  479  2 .1061466E+07   1500005E-01 -.3311E+04 -.3517E+03   .9995621  .0061160 -.0289503
T  480  2 .1075216E+07   1500020E-01  .2526E+04 -.2536E+04   .9982541  .0561808 -.0182319
T  481  2 .9954538E+06   1500014E-01 -.2498E+03 -.8683E+03   .9997514 -.0001510 -.0222957
T  482  2 .1081584E+07   1500001E-01  .6577E+04  .3371E+04   .9948914  .0924879  .0404616
T  483  2 .1126866E+07   1500009E-01 -.4578E+04 -.1093E+04   .9968918 -.0776976 -.0130315
T  484  2 .1166032E+07   1500005E-01  .1714E+04  .9073E+03   .9953997  .0900922  .0326020
T  485  2 .1052201E+07   1500020E-01 -.5244E+04 -.3110E+04   .9941371 -.0662035 -.0854898
T  486  2 .1041900E+07   1500025E-01  .9804E+04  .2817E+03   .9966335  .0720296 -.0391575
T  487  2 .1095406E+07   1500017E-01  .4664E+02  .2416E+04   .9965964 -.0738938  .0365430
T  488  2 .1107408E+07   1500022E-01  .4734E+04  .5142E+04   .9867577  .1615927 -.0140342
T  489  2 .1160226E+07   1500006E-01 -.6243E+04 -.3267E+04   .9940083 -.1088090 -.0103941
T  490  2 .1121163E+07   1500014E-01 -.1280E+04 -.2808E+04   .9990641  .0417096  .0114575
T  491  2 .1122787E+07   1500026E-01  .1444E+04  .1526E+04   .9981958 -.0550843  .0238936
T  492  2 .1253279E+07   1500021E-01 -.4622E+04 -.3479E+04   .9991085 -.0196711 -.0373519
T  493  2 .1006009E+07   1500004E-01 -.3288E+04 -.1959E+04   .9918961 -.1037562 -.0733264
