============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  15 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 8874  2 .1263617E+07   1500003E-01 -.4686E+04 -.5103E+03   .9994440 -.0302198 -.0140896
T 8875  2 .1072274E+07   1500014E-01  .5172E+04  .7574E+04   .9922514  .0422340  .1168475
T 8876  2 .1046835E+07   1500014E-01  .8065E+04 -.2064E+04   .9876498  .1347756 -.0798968
T 8877  2 .1070951E+07   1500010E-01 -.8845E+03 -.4432E+04   .9923556 -.0818053 -.0924030
T 8878  2 .1120906E+07   1500025E-01 -.2569E+04  .3586E+03   .9988054  .0065930  .0484174
T 8879  2 .1152325E+07   1500005E-01  .3219E+04  .2016E+04   .9992631  .0290784  .0250543
T 8880  2 .1207307E+07   1500021E-01  .1014E+03 -.2456E+03   .9996820 -.0056081  .0245843
T 8881  2 .1203791E+07   1500020E-01  .9694E+03  .3808E+04   .9989165  .0126006 -.0448001
T 8882  2 .1208152E+07   1500025E-01 -.5088E+04  .1052E+04   .9892317 -.1457992 -.0127731
T 8883  2 .1023025E+07   1500012E-01 -.3418E+04  .1260E+04   .9896025 -.0254876 -.1415529
T 8884  2 .1128500E+07   1500022E-01  .4658E+03 -.1808E+04   .9982110  .0274950 -.0530925
T 8885  2 .1128761E+07   1500024E-01  .9253E+03 -.1932E+04   .9968569  .0408511 -.0678784
T 8886  2 .1111838E+07   1500025E-01 -.8863E+03 -.7368E+04   .9908589  .0809490 -.1079165
T 8887  2 .1126853E+07   1500024E-01 -.4465E+04  .1940E+04   .9945291 -.0786155  .0687856
T 8888  2 .1070266E+07   1500016E-01  .1758E+03  .1335E+04   .9852511  .1479395  .0859898
T 8889  2 .1156582E+07   1500025E-01  .2255E+03 -.2294E+03   .9966370 -.0205733  .0793185
T 8890  2 .9657502E+06   1500000E-01  .5095E+04 -.2102E+04   .9991801 -.0368571 -.0167535
T 8891  2 .1165326E+07   1500019E-01  .4309E+04  .7958E+04   .9956025 -.0131542  .0927501
T 8892  2 .1066447E+07   1500004E-01  .1629E+04  .1994E+03   .9935059 -.0215182  .1117273
T 8893  2 .1071634E+07   1500026E-01  .3113E+04  .5003E+02   .9913012  .0784233 -.1056962
T 8894  2 .1184896E+07   1500015E-01  .1199E+04 -.1564E+04   .9984858 -.0320301 -.0447236
T 8895  2 .1098702E+07   1500025E-01  .1966E+04  .2421E+03   .9972961  .0730862 -.0076757
T 8896  2 .1052256E+07   1500005E-01 -.6578E+04  .4102E+04   .9906769 -.1072336  .0840255
T 8897  2 .1109558E+07   1500003E-01  .3420E+04  .1498E+02   .9971271  .0755787 -.0050338
T 8898  2 .1069674E+07   1500014E-01 -.2787E+04  .1091E+05   .9580612  .0060386  .2865000
T 8899  2 .1017485E+07   1500023E-01 -.3892E+04  .2497E+04   .9934667 -.1009330  .0532578
T 8900  2 .1179272E+07   1500025E-01  .9346E+03 -.1411E+04   .9971997 -.0384407 -.0641494
T 8901  2 .9549352E+06   1500010E-01 -.5394E+03 -.1043E+04   .9979117 -.0197129  .0615110
T 8902  2 .1188193E+07   1500016E-01  .1815E+04  .5877E+04   .9828288 -.0485159  .1780275
T 8903  2 .1026691E+07   1500011E-01  .7435E+04  .1070E+05   .9885024  .1281023  .0803293
T 8904  2 .1038241E+07   1500006E-01  .3542E+03 -.2556E+04   .9975722  .0090408  .0690508
T 8905  2 .1077788E+07   1500017E-01 -.1688E+05 -.8476E+04   .9788600 -.1133197 -.1702698
T 8906  2 .1186724E+07   1500021E-01 -.8211E+03  .5246E+04   .9937995  .0218876  .1090115
T 8907  2 .1101689E+07   1500015E-01  .1639E+04  .2210E+04   .9992821  .0367542 -.0091823
T 8908  2 .1104854E+07   1500002E-01  .3380E+04 -.8032E+03   .9971988  .0185256 -.0724662
T 8909  2 .1086458E+07   1500002E-01 -.6056E+03 -.4653E+04   .9956501  .0004775 -.0931698
T 8910  2 .1154369E+07   1500013E-01 -.1168E+01  .2281E+04   .9994586  .0070781  .0321313
T 8911  2 .1139798E+07   1500016E-01  .5655E+04  .7210E+04   .9844553  .1174966  .1305466
T 8912  2 .1145306E+07   1500011E-01 -.1756E+04  .7094E+03   .9793940  .2007677 -.0219041
T 8913  2 .1181669E+07   1500000E-01 -.1692E+04 -.1253E+04   .9993266  .0342254  .0132302
T 8914  2 .1024945E+07   1500019E-01  .1266E+05 -.5903E+04   .9675414  .2169661 -.1295735
T 8915  2 .1131197E+07   1500017E-01  .3496E+04  .5764E+03   .9997408  .0210254  .0087364
T 8916  2 .9821372E+06   1500010E-01 -.3710E+04 -.7917E+03   .9889682 -.1436631 -.0360956
T 8917  2 .1087301E+07   1500019E-01  .3823E+03  .4051E+04   .9960303 -.0706717  .0541219
T 8918  2 .1112754E+07   1500017E-01 -.4464E+04  .2022E+04   .9957924 -.0896283  .0190872
T 8919  2 .1215227E+07   1500005E-01 -.1185E+04 -.4950E+04   .9897418 -.0387434 -.1375142
T 8920  2 .1142002E+07   1500020E-01  .2903E+04 -.3662E+04   .9954965  .0751338 -.0578064
T 8921  2 .1125408E+07   1500025E-01 -.6980E+04 -.7741E+04   .9851353 -.1372891 -.1032483
T 8922  2 .1131036E+07   1500017E-01 -.4949E+04  .4447E+04   .9940189 -.0877330  .0650339
T 8923  2 .1092527E+07   1500015E-01  .1001E+04 -.3194E+04   .9994853 -.0146042  .0285637
T 8924  2 .1087571E+07   1500006E-01 -.1132E+04 -.1857E+04   .9897168  .0466510 -.1352193
T 8925  2 .1235655E+07   1500009E-01 -.1735E+04  .4145E+04   .9998847  .0112134 -.0102362
T 8926  2 .1213806E+07   1500018E-01  .4040E+04 -.4786E+04   .9992252  .0388899 -.0060530
T 8927  2 .1173083E+07   1500025E-01  .4071E+04  .8993E+04   .9964507  .0286936  .0791371
T 8928  2 .9743804E+06   1500017E-01  .4046E+04  .7654E+03   .9972000  .0279591  .0693576
T 8929  2 .1060518E+07   1500015E-01  .7668E+04 -.1113E+05   .9658688  .0855209 -.2445069
T 8930  2 .1107202E+07   1500023E-01 -.1652E+04  .3865E+03   .9959663 -.0712336  .0545616
T 8931  2 .1224050E+07   1500000E-01  .9584E+03  .3300E+04   .9996103  .0089690  .0264367
T 8932  2 .1187914E+07   1500023E-01  .2276E+04 -.5323E+03   .9993891  .0338947  .0085165
T 8933  2 .1063582E+07   1500019E-01 -.4100E+04  .3418E+04   .9972175 -.0731617  .0143025
T 8934  2 .1037894E+07   1500023E-01 -.1818E+04 -.3767E+04   .9830311 -.1244921 -.1347275
T 8935  2 .1116350E+07   1500022E-01  .5790E+03 -.7652E+03   .9997350  .0030046 -.0228233
T 8936  2 .1080288E+07   1500016E-01  .5077E+04 -.3549E+04   .9972488 -.0050274 -.0739565
T 8937  2 .1011645E+07   1500022E-01 -.3421E+04  .3864E+04   .9884732 -.0930658  .1194129
T 8938  2 .1158457E+07   1500000E-01 -.5360E+03  .4333E+04   .9986869 -.0190738  .0475457
T 8939  2 .1166362E+07   1500018E-01 -.3115E+04  .7371E+04   .9912271  .0049734  .1320765
T 8940  2 .1020378E+07   1500013E-01 -.3709E+04 -.4296E+03   .9798127  .1820592  .0825924
T 8941  2 .1156428E+07   1500016E-01  .3017E+03  .1173E+04   .9924395  .0615521  .1061845
T 8942  2 .1259417E+07   1500023E-01 -.4419E+04 -.2033E+04   .9997810  .0028251 -.0207341
T 8943  2 .1128993E+07   1500025E-01  .3597E+04  .5946E+03   .9936233  .1119398 -.0135020
T 8944  2 .1156738E+07   1500009E-01  .6373E+04  .7974E+03   .9863565  .1353033  .0937755
T 8945  2 .1128145E+07   1500020E-01 -.5056E+04 -.1299E+03   .9932877 -.1156475 -.0022785
T 8946  2 .1075639E+07   1500014E-01 -.1590E+04 -.1819E+04   .9989733 -.0121712 -.0436362
T 8947  2 .1109466E+07   1500002E-01 -.2197E+04  .2252E+04   .9992584 -.0310474  .0227752
T 8948  2 .1271384E+07   1500015E-01  .2821E+04  .4016E+04   .9973805  .0360381  .0627167
T 8949  2 .1105537E+07   1500020E-01 -.1859E+03 -.2782E+04   .9996743 -.0134661 -.0216804
T 8950  2 .1103482E+07   1500024E-01  .1592E+05  .1570E+04   .9716453  .2336606  .0361682
T 8951  2 .9981644E+06   1500021E-01  .4472E+04 -.1394E+03   .9952457  .0973024 -.0042593
T 8952  2 .1145495E+07   1500002E-01 -.1050E+03 -.1784E+04   .9975449 -.0285301 -.0639555
T 8953  2 .1104648E+07   1500001E-01 -.6216E+03  .1259E+04   .9918043  .0125608  .1271475
T 8954  2 .1069259E+07   1500021E-01  .8369E+03 -.3421E+04   .9969914  .0125450 -.0764903
T 8955  2 .1133009E+07   1500026E-01 -.1104E+04  .6902E+03   .9968529 -.0649091  .0455098
T 8956  2 .1207208E+07   1500019E-01 -.4573E+04  .1097E+04   .9995309 -.0281675  .0120218
T 8957  2 .1354640E+07   1500015E-01 -.1429E+04 -.4843E+04   .9940255 -.0629329 -.0891782
T 8958  2 .1081744E+07   1500020E-01  .2466E+04  .1126E+05   .9654104  .0642204  .2527025
T 8959  2 .1146467E+07   1500015E-01  .1410E+04 -.1345E+04   .9997544  .0128277  .0180743
T 8960  2 .1091035E+07   1500021E-01 -.2899E+04 -.5262E+04   .9880501 -.0567198 -.1433176
T 8961  2 .1076951E+07   1500015E-01  .2378E+04  .4787E+04   .9920321  .1258710  .0053600
T 8962  2 .1127648E+07   1500011E-01 -.2687E+04  .2047E+04   .9973291 -.0214999  .0698022
T 8963  2 .1029146E+07   1500000E-01  .4806E+04  .3712E+04   .9953568  .0455372  .0848009
T 8964  2 .1225319E+07   1500026E-01 -.2082E+04  .1268E+04   .9943223 -.0754343  .0750525
T 8965  2 .1260774E+07   1500021E-01  .4621E+03  .3149E+03   .9963987  .0359413  .0767971
T 8966  2 .1059519E+07   1500019E-01 -.3351E+04 -.4219E+03   .9997940 -.0183222  .0087346
T 8967  2 .1221597E+07   1500019E-01 -.3393E+04  .1993E+04   .9991320  .0347746 -.0229352
T 8968  2 .1189736E+07   1500019E-01 -.3157E+04  .4947E+04   .9957162 -.0459934  .0802117
T 8969  2 .1203968E+07   1500018E-01  .3704E+04 -.8908E+03   .9979577  .0638771  .0003241
T 8970  2 .1118493E+07   1500007E-01 -.1475E+04 -.6711E+04   .9968856 -.0729195 -.0300319
T 8971  2 .1134343E+07   1500018E-01  .1798E+04 -.1303E+04   .9977032  .0340075  .0585816
T 8972  2 .1109906E+07   1500021E-01 -.2327E+04  .4195E+04   .9985341 -.0142682 -.0522118
T 8973  2 .1093978E+07   1500018E-01  .1945E+04  .2589E+04   .9997889 -.0137259  .0152886
T 8974  2 .1195848E+07   1500023E-01 -.1867E+04 -.1677E+04   .9995820 -.0005824 -.0289055
T 8975  2 .1238701E+07   1500021E-01 -.3334E+04 -.2051E+04   .9987739 -.0479700 -.0122278
T 8976  2 .1148605E+07   1500004E-01 -.4068E+03 -.1501E+04   .9990253 -.0292379 -.0330700
T 8977  2 .1256911E+07   1500011E-01  .4475E+04  .3530E+04   .9977581  .0174374  .0646124
T 8978  2 .1207325E+07   1500021E-01  .4585E+02  .5502E+04   .9984559 -.0090303  .0548108
T 8979  2 .1108519E+07   1500018E-01  .2465E+04  .3494E+04   .9954743  .0865434  .0392583
T 8980  2 .1109124E+07   1500021E-01  .4367E+04  .6544E+04   .9989057  .0187453  .0428480
T 8981  2 .1138868E+07   1500004E-01  .5971E+04  .2917E+04   .9944666  .0617171  .0850129
T 8982  2 .1234797E+07   1500017E-01  .3659E+04 -.7808E+03   .9978932  .0647680 -.0037699
T 8983  2 .1170306E+07   1500025E-01 -.3640E+03  .1491E+03   .9987075  .0163739 -.0481168
T 8984  2 .1106323E+07   1500015E-01 -.1425E+04 -.9847E+04   .9971899 -.0309817 -.0682088
T 8985  2 .9478769E+06   1500017E-01  .7506E+04  .7325E+04   .9829242  .1133784  .1449324
T 8986  2 .1116785E+07   1500003E-01  .2673E+04  .5162E+04   .9892782  .0653078  .1306277
T 8987  2 .1265351E+07   1500003E-01  .3782E+04 -.6154E+03   .9966671  .0094188  .0810308
T 8988  2 .1097296E+07   1500023E-01 -.4137E+03 -.1632E+04   .9954805  .0615982 -.0722785
T 8989  2 .1117492E+07   1500024E-01 -.2518E+04  .1012E+04   .9971935 -.0729337 -.0169039
T 8990  2 .1073909E+07   1500005E-01  .7114E+04  .5131E+03   .9917071  .1254136  .0280806
T 8991  2 .1082493E+07   1500014E-01  .2228E+04 -.3170E+03   .9977381  .0648672 -.0176333
T 8992  2 .1069197E+07   1500016E-01 -.6156E+04 -.9513E+03   .9909690 -.1340665  .0025603
T 8993  2 .1108780E+07   1500022E-01  .3776E+04  .1484E+04   .9985171  .0009819 -.0544309
T 8994  2 .9876111E+06   1500018E-01 -.5976E+04  .1974E+05   .9823540 -.0833112  .1674509
T 8995  2 .1209291E+07   1500005E-01 -.5677E+03 -.1224E+04   .9975810 -.0349219 -.0601044
T 8996  2 .1219241E+07   1500015E-01  .2855E+04 -.9048E+03   .9941833  .1073523  .0086691
T 8997  2 .1087854E+07   1500022E-01 -.3202E+04  .1120E+04   .9961928 -.0489419  .0721428
T 8998  2 .9502952E+06   1500000E-01  .5010E+04 -.2069E+04   .9969186  .0603129 -.0501556
T 8999  2 .1132304E+07   1500022E-01 -.4078E+04 -.1124E+04   .9981657 -.0145506 -.0587672
T 9000  2 .1046532E+07   1500008E-01  .8177E+02 -.4562E+03   .9980204 -.0185636 -.0600888
T 9001  2 .1243187E+07   1500013E-01  .6154E+04 -.3403E+04   .9967039  .0799101  .0139917
T 9002  2 .1188627E+07   1500000E-01 -.1491E+04 -.1042E+04   .9987392 -.0325325 -.0382318
T 9003  2 .1113635E+07   1500023E-01 -.2285E+04  .1188E+04   .9897752 -.1425981  .0033017
T 9004  2 .1110290E+07   1500005E-01  .4122E+04 -.2588E+04   .9971119  .0405736 -.0641999
T 9005  2 .1064980E+07   1500024E-01  .4211E+03 -.5614E+04   .9985157  .0219985 -.0498249
T 9006  2 .1261615E+07   1500017E-01 -.1833E+03  .2170E+04   .9996608  .0123967 -.0229055
T 9007  2 .1125331E+07   1500025E-01 -.1120E+05  .1310E+05   .9906521 -.1116097  .0784323
T 9008  2 .1013358E+07   1500013E-01 -.1650E+04 -.1526E+04   .9944738  .0598605 -.0862468
T 9009  2 .1022410E+07   1500018E-01 -.3065E+04 -.1681E+04   .9989771 -.0326427 -.0312925
T 9010  2 .1210218E+07   1500007E-01  .7704E+04 -.6014E+03   .9949436  .0931506 -.0375533
T 9011  2 .1042485E+07   1500026E-01 -.9970E+03 -.4017E+04   .9972315  .0128944 -.0732332
T 9012  2 .1154352E+07   1500011E-01  .6522E+04 -.1277E+04   .9655932  .2250442 -.1303261
T 9013  2 .1319447E+07   1500002E-01 -.1208E+04 -.9276E+04   .9942405  .0114372 -.1065600
T 9014  2 .1182215E+07   1500022E-01  .1649E+03  .1914E+04   .9972168  .0526816  .0527564
T 9015  2 .1181974E+07   1500004E-01 -.1251E+04 -.2661E+04   .9995044 -.0307315  .0068157
T 9016  2 .1188137E+07   1500019E-01 -.2141E+04 -.1773E+04   .9996068  .0218136  .0176203
T 9017  2 .1057832E+07   1500024E-01  .2154E+04 -.8131E+04   .9948193  .0383477 -.0941486
T 9018  2 .1170585E+07   1500016E-01  .2791E+04 -.7157E+03   .9985934  .0340180  .0406706
T 9019  2 .1128323E+07   1500001E-01  .1323E+04  .2582E+04   .9977120  .0399421  .0545465
T 9020  2 .1132809E+07   1500025E-01  .1799E+04  .2780E+04   .9951023  .0678842  .0718548
T 9021  2 .1182389E+07   1500020E-01  .2594E+04  .2883E+04   .9947549  .0987112  .0268084
T 9022  2 .1108531E+07   1500018E-01 -.7829E+03 -.2813E+04   .9992599  .0297403 -.0243963
T 9023  2 .1134440E+07   1500011E-01 -.1191E+05 -.1897E+04   .9978000 -.0643919  .0157738
T 9024  2 .1218029E+07   1500015E-01 -.3141E+04  .5463E+02   .9994656 -.0295386 -.0140002
T 9025  2 .1104612E+07   1500010E-01 -.3496E+04 -.5224E+03   .9989697 -.0333533 -.0307765
T 9026  2 .1115465E+07   1500003E-01  .3778E+04 -.5679E+04   .9979909  .0035463 -.0632577
T 9027  2 .1217188E+07   1500013E-01 -.5095E+04  .9753E+03   .9973748 -.0652937 -.0313073
T 9028  2 .1130050E+07   1500024E-01 -.7584E+04  .1891E+04   .9874658 -.1475207  .0561156
T 9029  2 .1030084E+07   1500002E-01 -.1646E+04 -.5337E+04   .9995997  .0272871  .0074711
T 9030  2 .1166739E+07   1500021E-01 -.9174E+04  .5406E+04   .9889629 -.1306029  .0699661
T 9031  2 .1127708E+07   1500023E-01 -.3378E+04  .1587E+03   .9971267 -.0757497  .0004931
T 9032  2 .1106405E+07   1500010E-01 -.3230E+04  .1919E+03   .9981605 -.0345114  .0498459
T 9033  2 .9312911E+06   1500024E-01 -.5239E+04  .7748E+04   .9824484 -.1340062  .1297591
T 9034  2 .1306713E+07   1500024E-01 -.2677E+04  .2400E+04   .9981970 -.0497875  .0335262
T 9035  2 .1064600E+07   1500022E-01 -.2116E+04 -.1632E+04   .9981144 -.0512790 -.0337372
T 9036  2 .1164303E+07   1500006E-01  .1128E+04  .7599E+04   .9930238 -.0256744  .1150852
T 9037  2 .1172837E+07   1500019E-01 -.1369E+04 -.1083E+04   .9974497 -.0451618  .0552677
T 9038  2 .1209950E+07   1500022E-01 -.1441E+04  .6326E+04   .9963269 -.0028355  .0855844
T 9039  2 .1292116E+07   1500007E-01 -.2326E+04  .8963E+03   .9985310 -.0391970  .0374102
T 9040  2 .1126664E+07   1500018E-01  .8980E+03 -.8102E+04   .9959925 -.0622468 -.0642203
T 9041  2 .1002023E+07   1500010E-01 -.2432E+03 -.3175E+04   .9986631  .0141885 -.0497063
T 9042  2 .1124042E+07   1500000E-01  .1505E+04 -.2812E+03   .9970928  .0736849  .0194016
T 9043  2 .1173069E+07   1500012E-01 -.4617E+04 -.2554E+04   .9963424 -.0852811 -.0053870
T 9044  2 .1121882E+07   1500026E-01 -.7051E+04 -.1403E+04   .9978611 -.0648229 -.0084348
T 9045  2 .1126516E+07   1500006E-01  .2007E+03 -.3408E+04   .9790413 -.0079088 -.2035081
T 9046  2 .1062164E+07   1500002E-01 -.2798E+04  .1134E+04   .9995469 -.0143514  .0264585
T 9047  2 .1127644E+07   1500018E-01 -.2932E+04  .1659E+04   .9936701 -.1123372  .0000904
T 9048  2 .1091388E+07   1500025E-01 -.2637E+04  .8758E+04   .9899961 -.0709558  .1219552
T 9049  2 .1180131E+07   1500017E-01 -.9331E+03  .1832E+04   .9983373  .0556568  .0149984
T 9050  2 .1217299E+07   1500003E-01 -.1435E+05  .6003E+03   .9790423 -.2036422  .0024453
T 9051  2 .1162220E+07   1500012E-01 -.1724E+04  .4540E+04   .9976757 -.0353817  .0582347
T 9052  2 .1158209E+07   1500011E-01 -.4772E+04 -.4013E+04   .9953983  .0491814 -.0822405
T 9053  2 .1194402E+07   1500000E-01 -.2071E+04 -.4981E+04   .9737555 -.1667538 -.1548982
T 9054  2 .1141764E+07   1500011E-01 -.5664E+04  .5081E+03   .9988811 -.0468962 -.0061049
T 9055  2 .1096415E+07   1500014E-01 -.1195E+04 -.8942E+03   .9972807 -.0043538 -.0735678
T 9056  2 .1041621E+07   1500007E-01  .1980E+04 -.5646E+04   .9908751  .0854646 -.1042222
T 9057  2 .1179586E+07   1500011E-01  .2056E+04  .1159E+04   .9995316  .0302177  .0048500
T 9058  2 .1001499E+07   1500017E-01  .6799E+04 -.4388E+03   .9976822  .0660211  .0164782
T 9059  2 .1090121E+07   1500005E-01  .2943E+04  .2633E+03   .9976920  .0664160  .0141259
T 9060  2 .1216653E+07   1500008E-01 -.4531E+04 -.2677E+04   .9994575 -.0321951 -.0069366
T 9061  2 .1240242E+07   1500013E-01 -.2730E+04 -.1099E+04   .9975663 -.0259195 -.0647280
T 9062  2 .1236050E+07   1500024E-01 -.8834E+03  .3019E+04   .9995276  .0222386  .0212114
T 9063  2 .1090866E+07   1500011E-01 -.2029E+04 -.3664E+04   .9918276 -.0703144 -.1064611
T 9064  2 .1061137E+07   1500003E-01  .8912E+04  .3076E+04   .9948487  .0839045  .0568868
T 9065  2 .1123718E+07   1500025E-01  .3364E+04 -.6911E+04   .9991190  .0406393 -.0104679
T 9066  2 .1135643E+07   1500002E-01  .1073E+04  .1005E+04   .9963259  .0781480  .0350370
T 9067  2 .1182507E+07   1500015E-01 -.2313E+04  .8875E+03   .9944271 -.0584478  .0877418
T 9068  2 .1265144E+07   1500025E-01 -.5129E+03  .8588E+03   .9986726 -.0117662  .0501466
T 9069  2 .1155965E+07   1500004E-01 -.8502E+04  .7036E+02   .9883081 -.1524254  .0036803
T 9070  2 .1296378E+07   1500015E-01  .2594E+04 -.3865E+04   .9997533 -.0068951 -.0211122
T 9071  2 .1085337E+07   1500003E-01 -.3626E+04 -.7581E+04   .9921897 -.0717294 -.1020511
T 9072  2 .1144142E+07   1500003E-01  .6624E+04  .1979E+04   .9999389  .0067794  .0087256
T 9073  2 .1255344E+07   1500025E-01 -.1145E+04 -.1595E+04   .9997874  .0036834 -.0202861
T 9074  2 .1159750E+07   1500015E-01 -.2065E+04 -.7307E+03   .9958400 -.0890202  .0194471
T 9075  2 .1185107E+07   1500024E-01 -.3097E+04 -.1943E+04   .9999404  .0095752  .0052359
T 9076  2 .1019932E+07   1500010E-01  .3995E+04 -.1632E+04   .9979242  .0024397 -.0643527
T 9077  2 .1230315E+07   1500020E-01 -.2570E+03  .4342E+04   .9948072 -.0086299  .1014105
T 9078  2 .1227600E+07   1500000E-01 -.5737E+04  .5611E+04   .9945814 -.0143091  .1029716
T 9079  2 .1188924E+07   1500015E-01  .1868E+04  .4029E+03   .9987236 -.0415111 -.0287762
T 9080  2 .1177706E+07   1500021E-01 -.1826E+04  .3273E+04   .9964351 -.0504470  .0676181
T 9081  2 .1127350E+07   1500008E-01 -.1023E+03 -.4316E+04   .9985283 -.0178625 -.0512072
T 9082  2 .1109069E+07   1500015E-01 -.3313E+04 -.1079E+04   .9957023 -.0900165 -.0217708
T 9083  2 .1232551E+07   1500012E-01 -.6217E+04 -.4816E+04   .9924567 -.0317777 -.1184056
T 9084  2 .1144056E+07   1500008E-01  .7992E+03 -.1346E+04   .9895801  .0361609 -.1393690
T 9085  2 .1240464E+07   1500011E-01 -.3922E+04  .4808E+03   .9980124 -.0561061  .0286943
T 9086  2 .1131451E+07   1500000E-01  .2116E+04 -.2448E+04   .9999669 -.0081255 -.0002865
T 9087  2 .1193702E+07   1500004E-01 -.2628E+04  .2108E+03   .9984077 -.0427188  .0368389
T 9088  2 .1099035E+07   1500003E-01 -.2180E+04  .7024E+04   .9965096  .0327460  .0767876
T 9089  2 .1111229E+07   1500025E-01  .2315E+04  .6476E+04   .9966192  .0322606  .0755604
T 9090  2 .1033700E+07   1500013E-01  .1110E+04 -.1507E+04   .9963943 -.0600940 -.0598921
T 9091  2 .1061155E+07   1500003E-01 -.9261E+03  .7785E+04   .9864673 -.0003338  .1639580
T 9092  2 .1030076E+07   1500025E-01 -.2704E+04  .2117E+04   .9999416 -.0026053 -.0104842
T 9093  2 .1125003E+07   1500011E-01  .2857E+04 -.3723E+04   .9978067 -.0259638 -.0608900
T 9094  2 .1158085E+07   1500003E-01 -.5981E+04  .1434E+04   .9937094 -.0954225  .0586182
T 9095  2 .1125964E+07   1500023E-01 -.1107E+05  .1226E+05   .9955343 -.0631221  .0701928
T 9096  2 .1239087E+07   1500015E-01 -.3537E+03 -.2666E+04   .9993229 -.0323863 -.0174603
T 9097  2 .1133201E+07   1500005E-01  .1192E+04  .3206E+04   .9971285  .0431709  .0622183
T 9098  2 .1163686E+07   1500018E-01 -.3791E+04  .4950E+03   .9986427 -.0381641 -.0354424
T 9099  2 .1169680E+07   1500003E-01  .2227E+04  .2803E+03   .9859629  .1616712  .0417089
T 9100  2 .1120731E+07   1500002E-01  .1380E+04 -.1243E+04   .9968739 -.0790071  .0006210
T 9101  2 .1219506E+07   1500014E-01  .2000E+04 -.1972E+04   .9999928 -.0034679 -.0015681
T 9102  2 .1178851E+07   1500022E-01 -.3416E+04  .6108E+03   .9992898  .0002766  .0376802
T 9103  2 .1159618E+07   1500008E-01  .1103E+04  .2354E+04   .9989502  .0114576  .0443533
T 9104  2 .1037370E+07   1500025E-01 -.2949E+04  .7305E+04   .9735343 -.0461567  .2238313
T 9105  2 .1131587E+07   1500020E-01 -.2668E+04 -.3315E+04   .9978834 -.0490685 -.0426742
T 9106  2 .1212612E+07   1500023E-01  .1529E+04  .3300E+04   .9994200  .0314110  .0131557
T 9107  2 .1150418E+07   1500015E-01 -.6431E+04  .4318E+04   .9993559 -.0263969  .0243098
T 9108  2 .1119361E+07   1500024E-01 -.4862E+04  .2437E+04   .9990016 -.0444657 -.0043203
T 9109  2 .1225094E+07   1500017E-01 -.6192E+04 -.1606E+04   .9966122 -.0741909 -.0354941
T 9110  2 .1102518E+07   1500022E-01 -.1261E+04  .2795E+04   .9952616 -.0664702 -.0709647
T 9111  2 .1255423E+07   1500025E-01 -.3694E+04  .5073E+04   .9975559  .0029470  .0698112
